Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
carma-simulation,10,15,7,4,2,2,4,4,100%,4,100%,N/A,N/A,79,44,35,26,23,12,6,6,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0
carma-ssc-interface-wrapper,0,15,4,4,2,2,0,0,N/A,0,N/A,25%,12,134,89,45,0,3,15,9,6,0,0,0,0,0,3,3,0,0,4,0,1,1,0,0
carma-streets,3,5,7,83,83,0,25,17,68%,9,36%,0%,93,119,118,0,1,5,8,8,0,13,13,0,0,30,13,13,0,0,13,0,5,5,0,0
carma-torc-pinpoint-driver,0,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,29,23,6,0,1,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-torc-xgv-controller-driver,1,10,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,17,12,5,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-utils,2,10,4,2,0,2,0,0,N/A,0,N/A,100%,2,129,107,21,0,4,19,13,6,0,0,0,0,0,5,5,0,0,6,0,3,3,0,0
carma-validation,0,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-vehicle-model-framework,4,10,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,56,46,10,0,3,9,5,4,0,0,0,0,0,3,3,0,0,4,0,1,1,0,0
carma-velodyne-lidar-driver,0,9,3,2,1,1,0,0,N/A,0,N/A,50%,0,96,70,26,1,3,14,8,6,0,0,0,0,0,3,3,0,0,4,0,1,1,0,0
carma-web-ui,4,10,3,5,2,3,0,0,N/A,0,N/A,20%,56,144,123,21,0,4,16,9,7,0,0,0,0,1,4,4,0,0,5,0,2,2,0,0
cav-education,0,7,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,33,29,4,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github_metrics,0,3,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,10,10,0,0,0,2,2,0,0,0,0,0,0,10,10,0,0,9,1,2,2,0,0
mosaic,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novatel_gps_driver,1,6,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,105,83,22,0,3,14,9,5,0,0,0,0,0,3,3,0,0,3,1,2,2,0,0
opendrive2lanelet,9,2,7,0,0,0,0,0,N/A,0,N/A,N/A,N/A,19,15,4,1,6,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ros1_bridge,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,10,10,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
rosbridge_suite,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
sumo,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing-training-tools,0,4,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-bc,0,4,0,2,2,0,0,0,N/A,0,N/A,0%,93,23,23,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-cda-use-case-scenario-database,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
voices-poc,0,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,8,7,1,0,29,4,3,1,0,0,0,0,0,4,4,0,0,4,0,3,3,0,0
TOTAL,424,426,214,1017,871,146,218,194,89%,175,80%,11%,98,3547,2820,713,226,4,66,34,34,46,46,0,0,56,126,126,0,0,110,27,20,20,0,0
